#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story104.txt	6    	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	7    	कोविड                              	NNPC           	B-NP    			कोविड,unk                     	(4
story104.txt	8    	-19                 	QC             	I-NP    			-,punc                        	4
story104.txt	9    	वैक्सीन                              	NNP            	B-NP    			वैक्सीन,n                       	4)
story104.txt	10   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	11   	रोलआउट                        	NN             	B-NP    			रोलआउट,unk                    	-     
story104.txt	12   	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	13   	तेजी                                	NN             	B-NP    			तेजी,n                         	-     
story104.txt	14   	लाने                                	VM             	B-VGF   			ला,v                          	-     
story104.txt	15   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	16   	सभी                                	PRP            	B-NP    			सब,pn                         	-     
story104.txt	17   	का                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	18   	कवरेज                               	NN             	B-NP    			कवरेज,n                        	-     
story104.txt	19   	सुनिश्चित                       	JJ             	B-JJP   			सुनिश्चित,adj                   	-     
story104.txt	20   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story104.txt	21   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story104.txt	22   	लिए                                	PSP            	I-VGNN  			लिए,psp                       	-     
story104.txt	23   	देश                                 	NN             	B-NP    			देश,n                          	-     
story104.txt	24   	भर                                 	RP             	I-NP    			भर,adv                        	-     
story104.txt	25   	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	26   	&quot;&quot;हर      	NN             	B-NP    			&उओट्;&ऋउओट्;हर,unk             	(5
story104.txt	27   	घर                                 	NN             	B-NP    			घर,n                          	5
story104.txt	28   	टीकाकरण-2.0&quot;   	NNPC           	B-NP    			टीकाकरण-2.0&ऋउओट्;,unk         	5
story104.txt	29   	&quot;              	NNPC           	I-NP    			&उओट्;,unk                     	5)
story104.txt	30   	कार्यक्रम                       	NN             	I-NP    			कार्यक्रम,n                     	-     
story104.txt	31   	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story104.txt	32   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	33   	गया                                	VAUX           	I-VGF   			जा,v                          	-     
story104.txt	34   	है।                                 	VAUX           	I-VGF   			है.,unk                        	-     
story104.txt	35   	&quot;              	NNP            	I-VGF   			&उओट्;,unk                     	-     

story104.txt	0    	राज्यों                              	NN             	B-NP    			राज्य,n                        	-     
story104.txt	1    	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	2    	केंद्र                                	NNP            	B-NP    			केंद्र,n                         	-     
story104.txt	3    	शासित                              	JJ             	B-NP    			शासित,adj                     	-     
story104.txt	4    	प्रदेशों                              	NN             	I-NP    			प्रदेश,n                        	-     
story104.txt	5    	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	6    	सभी                                	QF             	B-NP    			सब,adj                        	-     
story104.txt	7    	पात्र                               	NN             	I-NP    			पात्र,n                        	-     
story104.txt	8    	लाभार्थियों                     	NN             	B-NP    			लाभार्थियों,unk                 	-     
story104.txt	9    	का                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	10   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	(1)
story104.txt	11   	सुनिश्चित                       	JJ             	B-JJP   			सुनिश्चित,adj                   	-     
story104.txt	12   	करने                                	VM             	B-VGF   			कर,v                          	-     
story104.txt	13   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	14   	उसमें                                	PRP            	B-NP    			वह,pn                         	-     
story104.txt	15   	तेजी                                	NN             	B-NP    			तेजी,n                         	-     
story104.txt	16   	लाने                                	VM             	B-VGNN  			ला,v                          	-     
story104.txt	17   	की                                 	PSP            	I-VGNN  			का,psp                        	-     
story104.txt	18   	सलाह                               	NN             	B-NP    			सलाह,n                        	-     
story104.txt	19   	दी                                 	VM             	B-VGF   			दे,v                           	-     
story104.txt	20   	गई                                 	VAUX           	I-VGF   			जा,v                          	-     
story104.txt	21   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	22   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	इस                                 	DEM            	B-NP    			यह,pn                         	-     
story104.txt	1    	बात                                	NN             	I-NP    			बात,n                         	-     
story104.txt	2    	का                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	3    	खुलासा                              	NN             	B-NP    			खुलासा,n                       	-     
story104.txt	4    	केंद्रीय                              	NNPC           	B-NP    			केंद्रीय,adj                     	(3
story104.txt	5    	स्वास्थ्य                        	NNC            	I-NP    			स्वास्थ्य,n                      	3
story104.txt	6    	सचिव                               	NN             	I-NP    			सचिव,n                        	3)
story104.txt	7    	श्री                                	NNPC           	B-NP    			श्री,n                         	(3
story104.txt	8    	राजेश                               	NNPC           	I-NP    			राजेश,n                        	3
story104.txt	9    	भूषण                                	NNP            	B-NP    			भूषण,n                         	3)
story104.txt	10   	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story104.txt	11   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	12   	,                   	SYM            	I-VGF   			&चोम्म,punc                    	-     
story104.txt	13   	जिन्होंने                        	PRP            	B-NP    			जो,pn                         	(3)
story104.txt	14   	पिछले                               	JJ             	B-NP    			पिछला,adj                     	-     
story104.txt	15   	सप्ताह                              	NN             	I-NP    			सप्ताह,n                       	-     
story104.txt	16   	सभी                                	QF             	B-NP    			सब,adj                        	-     
story104.txt	17   	राज्यों                              	NN             	I-NP    			राज्य,n                        	-     
story104.txt	18   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	19   	केंद्र                                	NNP            	B-NP    			केंद्र,n                         	-     
story104.txt	20   	शासित                              	JJ             	B-NP    			शासित,adj                     	-     
story104.txt	21   	प्रदेशों                              	NN             	I-NP    			प्रदेश,n                        	-     
story104.txt	22   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	23   	स्वास्थ्य                        	NNC            	I-NP    			स्वास्थ्य,n                      	-     
story104.txt	24   	सचिवों                              	NN             	B-NP    			सचिव,n                        	-     
story104.txt	25   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	26   	डॉक्टरों                        	NN             	B-NP    			डॉक्टर,n                       	-     
story104.txt	27   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	28   	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story104.txt	29   	परामर्श                        	NN             	B-NP    			परामर्श,n                      	-     
story104.txt	30   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	31   	था                                 	VAUX           	I-VGF   			था,v                          	-     
story104.txt	32   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	&quot;नवंबर          	NNPC           	B-NP    			&उओट्;नवंबर,unk                 	-     
story104.txt	1    	2021                	NNP            	I-NP    			2021,num                      	-     
story104.txt	2    	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	3    	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story104.txt	4    	किए                                	VM             	B-VGNF  			कर,v                          	-     
story104.txt	5    	गए                                 	VAUX           	I-VGNF  			जा,v                          	-     
story104.txt	6    	&quot;&quot;हर      	NN             	B-NP    			&उओट्;&ऋउओट्;हर,unk             	(2
story104.txt	7    	घर                                 	NN             	I-NP    			घर,n                          	2
story104.txt	8    	दस्तक                               	NN             	B-NP    			दस्तक,n                        	2
story104.txt	9    	और                                 	CC             	B-CCP   			और,avy                        	2
story104.txt	10   	टीकाकरण&quot;       	NNPC           	B-NP    			टीकाकरण&ऋउओट्;,unk             	2
story104.txt	11   	&quot;              	NNPC           	I-NP    			&उओट्;,unk                     	2
story104.txt	12   	कार्यक्रम                       	NN             	I-NP    			कार्यक्रम,n                     	2)
story104.txt	13   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	14   	अनुभव                               	NN             	B-NP    			अनुभव,n                        	-     
story104.txt	15   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	16   	आधार                               	NN             	B-NP    			आधार,n                        	-     
story104.txt	17   	पर                                 	PSP            	I-NP    			पर,psp                        	-     
story104.txt	18   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	19   	&quot;&quot;हर      	NN             	B-NP    			&उओट्;&ऋउओट्;हर,unk             	(2
story104.txt	20   	घर                                 	NN             	I-NP    			घर,n                          	2
story104.txt	21   	दस्तक                               	NN             	B-NP    			दस्तक,n                        	2
story104.txt	22   	और                                 	CC             	B-CCP   			और,avy                        	2
story104.txt	23   	टीकाकरण-2.0&quot;   	NNPC           	B-NP    			टीकाकरण-2.0&ऋउओट्;,unk         	2
story104.txt	24   	&quot;              	NNPC           	I-NP    			&उओट्;,unk                     	2
story104.txt	25   	कार्यक्रम                       	NN             	I-NP    			कार्यक्रम,n                     	2)
story104.txt	26   	1                   	NNPC           	B-NP    			1,num                         	-     
story104.txt	27   	जून                                 	NNP            	I-NP    			जून,n                          	-     
story104.txt	28   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	29   	2022                	NNP            	B-NP    			2022,num                      	-     
story104.txt	30   	से                                  	PSP            	I-NP    			से,psp                         	-     
story104.txt	31   	31                  	NNPC           	B-NP    			31,num                        	-     
story104.txt	32   	जुलाई                               	NNP            	I-NP    			जुलाई,n                        	-     
story104.txt	33   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	34   	2022                	NNP            	B-NP    			2022,num                      	-     
story104.txt	35   	तक                                 	PSP            	I-NP    			तक,psp                        	-     
story104.txt	36   	चलने                                	VM             	B-VGNN  			चल,v                          	-     
story104.txt	37   	वाला                               	PSP            	I-VGNN  			वाला,psp                      	-     
story104.txt	38   	है।                                 	VAUX           	I-VGNN  			है.,unk                        	-     
story104.txt	39   	&quot;              	NNP            	I-VGNN  			&उओट्;,unk                     	-     

story104.txt	0    	इस                                 	DEM            	B-NP    			यह,pn                         	(2
story104.txt	1    	कार्यक्रम                       	NN             	I-NP    			कार्यक्रम,n                     	2)
story104.txt	2    	का                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	3    	उद्देश्य                              	NN             	B-NP    			उद्देश्य,n                       	-     
story104.txt	4    	सभी                                	QF             	B-NP    			सब,adj                        	-     
story104.txt	5    	लोगों                               	NN             	I-NP    			लोग,n                         	-     
story104.txt	6    	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	7    	प्राथमिक                       	JJ             	B-JJP   			प्राथमिक,adj                   	-     
story104.txt	8    	,                   	SYM            	I-JJP   			&चोम्म,punc                    	-     
story104.txt	9    	माध्यमिक                       	JJ             	B-JJP   			माध्यमिक,adj                   	-     
story104.txt	10   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	11   	निवारक                        	NN             	B-NP    			निवारक,n                      	-     
story104.txt	12   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	(1)
story104.txt	13   	प्रदान                              	NN             	B-NP    			प्रदान,n                       	-     
story104.txt	14   	करना                               	VM             	B-VGNN  			कर,v                          	-     
story104.txt	15   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	16   	घर-घर                              	NN             	B-NP    			घर-घर,unk                     	-     
story104.txt	17   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	-     
story104.txt	18   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	19   	माध्यम                              	NN             	B-NP    			माध्यम,n                       	-     
story104.txt	20   	से                                  	PSP            	I-NP    			से,psp                         	-     
story104.txt	21   	जागरूकता                       	NN             	B-NP    			जागरूकता,n                     	-     
story104.txt	22   	पैदा                                	JJ             	B-JJP   			पैदा,adj                       	-     
story104.txt	23   	करना                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	24   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	25   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	वृद्धाश्रम                       	NN             	B-NP    			वृद्धाश्रम,unk                   	-     
story104.txt	1    	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	2    	स्कूल                                	NN             	B-NP    			स्कूल,n                         	-     
story104.txt	3    	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	4    	कॉलेज                               	NNP            	B-NP    			कॉलेज,n                        	-     
story104.txt	5    	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	6    	12                  	QC             	B-NP    			12,num                        	-     
story104.txt	7    	से                                  	PSP            	I-NP    			से,psp                         	-     
story104.txt	8    	14                  	QC             	B-NP    			14,num                        	-     
story104.txt	9    	साल                                	NN             	I-NP    			साल,n                         	-     
story104.txt	10   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	11   	बच्चों                               	NN             	B-NP    			बच्चा,n                        	-     
story104.txt	12   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	13   	60                  	QC             	B-NP    			60,num                        	-     
story104.txt	14   	साल                                	NN             	I-NP    			साल,n                         	-     
story104.txt	15   	से                                  	PSP            	I-NP    			से,psp                         	-     
story104.txt	16   	कम                                 	QF             	B-NP    			कम,adj                        	-     
story104.txt	17   	उम्र                                	NN             	I-NP    			उम्र,n                         	-     
story104.txt	18   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	19   	लोगों                               	NN             	B-NP    			लोग,n                         	-     
story104.txt	20   	का                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	21   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	(1)
story104.txt	22   	कम                                 	QF             	B-NP    			कम,adj                        	-     
story104.txt	23   	होता                               	VM             	B-VGF   			हो,v                          	-     
story104.txt	24   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	25   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	(1)
story104.txt	1    	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	2    	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	-     
story104.txt	3    	की                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	4    	आवश्यकता                       	NN             	B-NP    			आवश्यकता,n                     	-     
story104.txt	5    	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	6    	बारे                                	PSP            	I-NP    			बार,v                         	-     
story104.txt	7    	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	8    	जागरूकता                       	NN             	B-NP    			जागरूकता,n                     	-     
story104.txt	9    	पैदा                                	JJ             	B-JJP   			पैदा,adj                       	-     
story104.txt	10   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story104.txt	11   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story104.txt	12   	मुख्य                                	JJ             	B-NP    			मुख्य,adj                       	-     
story104.txt	13   	उद्देश्य                              	NN             	I-NP    			उद्देश्य,n                       	-     
story104.txt	14   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	15   	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story104.txt	16   	कार्यक्रम                       	NN             	B-NP    			कार्यक्रम,n                     	-     
story104.txt	17   	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	18   	लागू                                	JJ             	B-JJP   			लागू,adj                       	-     
story104.txt	19   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	20   	गया                                	VAUX           	I-VGF   			जा,v                          	-     
story104.txt	21   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	22   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	उन्हें                                	PRP            	B-NP    			वह,pn                         	-     
story104.txt	1    	निजी                               	JJ             	B-NP    			निजी,adj                      	-     
story104.txt	2    	अस्पतालों                       	NN             	I-NP    			अस्पताल,n                      	-     
story104.txt	3    	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	4    	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story104.txt	5    	नियमित                        	JJ             	B-NP    			नियमित,adj                    	-     
story104.txt	6    	आधार                               	NN             	I-NP    			आधार,n                        	-     
story104.txt	7    	पर                                 	PSP            	I-NP    			पर,psp                        	-     
story104.txt	8    	18-59               	QC             	B-NP    			18-59,num                     	-     
story104.txt	9    	वर्ष                                	NN             	I-NP    			वर्ष,n                         	-     
story104.txt	10   	आयु                                 	NNC            	B-NP    			आयु,n                          	-     
story104.txt	11   	वर्ग                                	NN             	I-NP    			वर्ग,n                         	-     
story104.txt	12   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	13   	लिए                                	PSP            	I-NP    			लिए,psp                       	-     
story104.txt	14   	एहतियाती                      	JJ             	B-NP    			एहतियाती,adj                  	-     
story104.txt	15   	खुराक                               	NNP            	I-NP    			खुराक,n                        	-     
story104.txt	16   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	17   	प्रशासन                        	NN             	B-NP    			प्रशासन,n                      	-     
story104.txt	18   	की                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	19   	समीक्षा                        	NN             	B-NP    			समीक्षा,n                      	-     
story104.txt	20   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story104.txt	21   	का                                 	PSP            	I-VGNN  			का,psp                        	-     
story104.txt	22   	भी                                 	RP             	I-VGNN  			भी,avy                        	-     
story104.txt	23   	आग्रह                               	NN             	B-NP    			आग्रह,n                        	-     
story104.txt	24   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	25   	गया                                	VAUX           	I-VGF   			जा,v                          	-     
story104.txt	26   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	देश                                 	NN             	B-NP    			देश,n                          	-     
story104.txt	1    	भर                                 	RP             	I-NP    			भर,adv                        	-     
story104.txt	2    	में                                  	PSP            	I-NP    			में,psp                         	-     
story104.txt	3    	अब                                 	PRP            	B-NP    			अब,adv                        	-     
story104.txt	4    	तक                                 	PSP            	I-NP    			तक,psp                        	-     
story104.txt	5    	193.57              	NNP            	B-NP    			193.57,num                    	-     
story104.txt	6    	करोड़                               	QC             	B-NP    			करोड़,adj                      	-     
story104.txt	7    	टीकों                               	NN             	I-NP    			टीका,n                        	-     
story104.txt	8    	की                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	9    	खुराक                               	NN             	B-NP    			खुराक,n                        	-     
story104.txt	10   	दी                                 	VM             	B-VGF   			दे,v                           	-     
story104.txt	11   	जा                                 	VAUX           	I-VGF   			जा,n                          	-     
story104.txt	12   	चुकी                                	VAUX           	I-VGF   			चुक,v                          	-     
story104.txt	13   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	14   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	अब                                 	PRP            	B-NP    			अब,adv                        	-     
story104.txt	1    	तक                                 	PSP            	I-NP    			तक,psp                        	-     
story104.txt	2    	15                  	QC             	B-NP    			15,num                        	-     
story104.txt	3    	साल                                	NN             	I-NP    			साल,n                         	-     
story104.txt	4    	से                                  	PSP            	I-NP    			से,psp                         	-     
story104.txt	5    	कम                                 	QF             	B-NP    			कम,adj                        	-     
story104.txt	6    	उम्र                                	NN             	I-NP    			उम्र,n                         	-     
story104.txt	7    	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	8    	करीब                               	RP             	I-NP    			करीब,n                        	-     
story104.txt	9    	96.3                	QC             	B-NP    			96.3,num                      	-     
story104.txt	10   	फीसदी                              	NN             	I-NP    			फीसदी,n                       	-     
story104.txt	11   	लोगों                               	NN             	B-NP    			लोग,n                         	-     
story104.txt	12   	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	13   	वैक्सीन                              	NNP            	B-NP    			वैक्सीन,n                       	(1)
story104.txt	14   	की                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	15   	पहली                               	QO             	B-NP    			पहला,adj                      	-     
story104.txt	16   	डोज                                	NN             	I-NP    			डोज,n                         	-     
story104.txt	17   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	18   	86.3                	QC             	B-NP    			86.3,num                      	-     
story104.txt	19   	फीसदी                              	NN             	I-NP    			फीसदी,n                       	-     
story104.txt	20   	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	21   	वैक्सीन                              	NNP            	B-NP    			वैक्सीन,n                       	-     
story104.txt	22   	की                                 	PSP            	I-NP    			का,psp                        	-     
story104.txt	23   	दूसरी                               	QO             	B-NP    			दूसरा,adj                      	-     
story104.txt	24   	डोज                                	NN             	I-NP    			डोज,n                         	-     
story104.txt	25   	मिल                                	VM             	B-VGF   			मिल,v                         	-     
story104.txt	26   	चुकी                                	VAUX           	I-VGF   			चुक,v                          	-     
story104.txt	27   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	28   	।                           SYM            	I-VGF   				.,punc                        	-     

story104.txt	0    	2                   	NNPC           	B-NP    			2,num                         	-     
story104.txt	1    	नवंबर                               	NNP            	B-NP    			नवंबर,n                        	-     
story104.txt	2    	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	3    	2021                	NNP            	B-NP    			2021,num                      	-     
story104.txt	4    	को                                 	PSP            	I-NP    			को,psp                        	-     
story104.txt	5    	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story104.txt	6    	किए                                	VM             	B-VGF   			कर,v                          	-     
story104.txt	7    	गए                                 	VAUX           	I-VGF   			जा,v                          	-     
story104.txt	8    	इस                                 	DEM            	B-NP    			यह,pn                         	(2
story104.txt	9    	कार्यक्रम                       	NN             	I-NP    			कार्यक्रम,n                     	2)
story104.txt	10   	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story104.txt	11   	यह                                 	PRP            	B-NP    			यह,pn                         	-     
story104.txt	12   	सुनिश्चित                       	JJ             	B-JJP   			सुनिश्चित,adj                   	-     
story104.txt	13   	किया                               	VM             	B-VGF   			कर,v                          	-     
story104.txt	14   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story104.txt	15   	कि                                 	CC             	B-CCP   			कि,avy                        	-     
story104.txt	16   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	(1)
story104.txt	17   	बुजुर्गों                              	NN             	B-NP    			बुजुर्ग,n                        	-     
story104.txt	18   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story104.txt	19   	विकलांगों                       	NN             	B-NP    			विकलांग,n                      	-     
story104.txt	20   	और                                 	CC             	B-CCP   			और,avy                        	-     
story104.txt	21   	टीकाकरण                       	NN             	B-NP    			टीकाकरण,n                     	-     
story104.txt	22   	के                                  	PSP            	I-NP    			का,psp                        	-     
story104.txt	23   	लिए                                	PSP            	I-NP    			लिए,psp                       	-     
story104.txt	24   	अनिच्छुक                        	JJ             	B-NP    			अनिच्छुक,adj                    	-     
story104.txt	25   	लोगों                               	NN             	I-NP    			लोग,n                         	-     
story104.txt	26   	सहित                               	PSP            	I-NP    			सहित,psp                      	-     
story104.txt	27   	सभी                                	QF             	B-NP    			सब,adj                        	-     
story104.txt	28   	नागरिकों                       	NN             	I-NP    			नागरिक,n                      	-     
story104.txt	29   	तक                                 	PSP            	I-NP    			तक,psp                        	-     
story104.txt	30   	पहुंचे                                	VM             	B-VGF   			पहुंच,v                         	-     
story104.txt	31   	।                           SYM            	I-VGF   				.,punc                        	-     

#end document
#begin document (story105.txt); part 000
story105.txt	tok_No	Token			POS			Coreference
story105.txt	0    	भारत                               	NNPC           	B-NP    			भारत,n                        	-     
story105.txt	1    	सरकार                              	NNP            	I-NP    			सरकार,n                       	-     
story105.txt	2    	की                                 	PSP            	I-NP    			का,psp                        	-     
story105.txt	3    	मुफ्त                                	JJ             	B-NP    			मुफ्त,adj                       	(1
story105.txt	4    	टेलीमेडिसिन                     	NN             	I-NP    			टेलीमेडिसिन,unk                 	1
story105.txt	5    	सेवा-                               	NN             	B-NP    			सेवा-,unk                      	1
story105.txt	6    	&apos;ई             	NNP            	B-NP    			&पोस्;ई,unk                    	1
story105.txt	7    	संजीवनी                        	NNPC           	I-NP    			संजीवनी,n                      	1
story105.txt	8    	&apos;              	NNP            	B-NP    			&पोस्;,unk                     	1)
story105.txt	9    	को                                 	PSP            	I-NP    			को,psp                        	-     
story105.txt	10   	एनएचए                              	NNP            	B-NP    			एनएचए,unk                     	(3)
story105.txt	11   	के                                  	PSP            	I-NP    			का,psp                        	-     
story105.txt	12   	आयुष्मान                        	NN             	B-NP    			आयुष्मान,adj                    	(4
story105.txt	13   	भारत                               	NNPC           	B-NP    			भारत,n                        	4
story105.txt	14   	डिजिटल                        	NNPC           	I-NP    			डिजिटल,n                      	4
story105.txt	15   	मिशन                               	NN             	I-NP    			मिशन,n                        	4
story105.txt	16   	(एबीडीएम                      	NNP            	B-NP    			(बीडीएम,unk                   	4
story105.txt	17   	)                   	NNP            	B-NP    			),punc                        	4)
story105.txt	18   	के                                  	PSP            	I-NP    			का,psp                        	-     
story105.txt	19   	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story105.txt	20   	एकीकृत                              	JJ             	B-JJP   			एकीकृत,adj                     	-     
story105.txt	21   	किया                               	VM             	B-VGF   			कर,v                          	-     
story105.txt	22   	गया                                	VAUX           	I-VGF   			जा,v                          	-     

story105.txt	0    	राष्ट्रीय                       	NNPC           	B-NP    			राष्ट्रीय,adj                   	(3
story105.txt	1    	स्वास्थ्य                        	NNPC           	I-NP    			स्वास्थ्य,n                      	3
story105.txt	2    	प्राधिकरण                      	NNPC           	I-NP    			प्राधिकरण,n                    	3
story105.txt	3    	(एनएचए                        	NNPC           	I-NP    			(नएचए,unk                     	3
story105.txt	4    	)                   	NNP            	I-NP    			),punc                        	3)
story105.txt	5    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story105.txt	6    	अपनी                               	PRP            	B-NP    			अपना,pn                       	(3)
story105.txt	7    	प्रमुख                               	NN             	I-NP    			प्रमुख,n                        	-     
story105.txt	8    	योजना-                        	NN             	B-NP    			योजना-,unk                    	(4
story105.txt	9    	आयुष्मान                        	NN             	I-NP    			आयुष्मान,adj                    	4
story105.txt	10   	भारत                               	NNP            	B-NP    			भारत,n                        	4
story105.txt	11   	डिजिटल                        	NNPC           	I-NP    			डिजिटल,n                      	4
