#begin document (story100.txt); part 000
story100.txt	tok_No	Token				POS		Anaphora     Coreference
story104.txt	11   	ஆபத்தில்                                      	N_NN           	B-NP 			ஆபத்து,N                            	-    
story104.txt	12   	இருக்கும்                                     	V_VM_VNF_RP    	B-VGNF			இருக்கு,V                           	-    
story104.txt	13   	சமூக                                             	N_NN           	B-NP 			சமூக,ADJ                           	-    
story104.txt	14   	சுகாதாரப்                                    	N_NN           	I-NP 			சுகாதார,ADJ                        	-    
story104.txt	15   	பணியாளர்கள்                                   	N_NN           	I-NP 			பணியாளர்,N                          	-    
story104.txt	16   	உட்பட                                             	PSP            	B-BLK			உட்பட,PSP                           	-    
story104.txt	17   	22.12                        	QT_QTC         	B-NP 			22.12,num                          	-    
story104.txt	18   	இலட்சம்                                            	N_NN           	I-NP 			இலட்சம்,N                            	-    
story104.txt	19   	பொது                                             	N_NN           	I-NP 			பொது,N                             	-    
story104.txt	20   	சுகாதாரச்                                    	N_NN           	I-NP 			சுகாதார,ADJ                        	-    
story104.txt	21   	சேவை                                             	N_NN           	I-NP 			சேவை,N                             	-    
story104.txt	22   	அளிப்பவர்களுக்கு                           	N_NN           	I-NP 			அளி,V                              	-    
story104.txt	23   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story104.txt	24   	90                           	QT_QTC         	B-NP 			90,num                             	-    
story104.txt	25   	நாட்களுக்கு                                   	N_NN           	I-NP 			நாள்,N                              	-    
story104.txt	26   	ரூ.50                                            	QT_QTC         	B-NP 			ரூ.50,num                          	-    
story104.txt	27   	இலட்சம்                                            	N_NN           	I-NP 			இலட்சம்,N                            	-    
story104.txt	28   	காப்பீட்டை                                     	N_NN           	I-NP 			காப்பீடு,N                           	-    
story104.txt	29   	வழங்கும்                                      	V_VM_VNF_RP    	B-VGNF			வழங்கு,V                            	-    
story104.txt	30   	&apos;பிரதமரின்           	N_NN           	B-NP 			&apos;pirawamarinY,unk             	-    
story104.txt	31   	ஏழைகள்                                            	N_NN           	B-NP 			ஏழை,N                              	-    
story104.txt	32   	மறுவாழ்வுத்                                   	N_NN           	I-NP 			மறுவாழ்வு,N                         	-    
story104.txt	33   	தொகுப்பு                                     	N_NN           	I-NP 			தொகுப்பு,N                          	-    
story104.txt	34   	:                       	RD_PUNC        	I-NP 			:,punc                             	-    
story104.txt	35   	கொவிட்-19                                    	N_NNP          	B-NP 			கொவிட்-19,N,,,                      	-    
story104.txt	36   	உடன்                                              	PSP            	B-BLK			உடன்,ADV                            	-    
story104.txt	37   	போரிடும்                                     	V_VM_VNF_RP    	B-VGNF			போரிடு,V                           	-    
story104.txt	38   	சுகாதாரப்                                    	N_NN           	B-NP 			சுகாதார,ADJ                        	-    
story104.txt	39   	பணியாளர்களுக்கான                          	JJ             	B-NP 			பணியாளர்,N                          	-    
story104.txt	40   	காப்பீட்டுத்                                    	N_NN           	I-NP 			காப்பீடு,N                           	-    
story104.txt	41   	திட்டத்துக்கு                                  	N_NN           	I-NP 			திட்டம்,N                            	-    
story104.txt	42   	&apos;                       	N_NN           	B-NP 			&apos,unk                          	-    
story104.txt	43   	அரசு                                             	N_NN           	I-NP 			அரசு,N                             	-    
story104.txt	44   	ஒப்புதல்                                      	V_VM_VNG       	B-VGNN			ஒப்புதல்,N                           	-    
story104.txt	45   	அளித்துள்ளது                                  	V_VM_VF        	B-VGF			அளி,V                              	-    
story104.txt	46   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story104.txt	0    	கொவிட்-19                                    	N_NN           	B-NP 			கொவிட்-19,N,,,                      	(2)
story104.txt	1    	தொற்றினால்                                    	N_NN           	B-NP 			தொற்று,N                            	-    
story104.txt	2    	ஏற்படும்                                      	V_VM_VNF_RP    	B-VGNF			ஏற்படு,V                            	-    
story104.txt	3    	எதிர்பாராத                                   	RP_NEG         	B-NEGP			எதிர்பாராத,ADJ                      	-    
story104.txt	4    	உயிரிழப்புகளையும்                         	N_NN           	B-NP 			உயிரிழப்பு,N                        	-    
story104.txt	5    	இது                                              	PR_PRP         	B-NP 			இது,PN                             	-    
story104.txt	6    	உள்ளடக்கும்                                    	V_VM_VF        	B-VGF			உள்ளடக்கு,V                          	-    
story104.txt	7    	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

#end document
#begin document (story105.txt); part 000
story105.txt	tok_No	Token				POS		Anaphora     Coreference
story105.txt	0    	இமாச்சலப்                                     	N_NN           	B-NP 			இமாச்சலம்,N                          	-    
story105.txt	1    	பிரதேசம்                                     	N_NN           	I-NP 			பிரதேசம்,N                          	-    
story105.txt	2    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	3    	உத்தரகாண்ட்                                    	N_NNP          	B-NP 			உத்தரகாண்ட்,N                         	-    
story105.txt	4    	மாநிலங்கள்                                    	N_NN           	I-NP 			மாநிலம்,N                           	-    
story105.txt	5    	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	6    	ஜம்மு                                             	N_NNP          	B-NP 			ஜம்மு,N                             	-    
story105.txt	7    	காஷ்மீர்                                            	N_NNP          	I-NP 			காஷ்மீர்,N                            	-    
story105.txt	8    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	9    	லடாக்                                             	N_NNP          	B-NP 			லடாக்,N                             	(3
story105.txt	10   	யூனியன்                                      	N_NNP          	I-NP 			யூனியன்,N                           	3
story105.txt	11   	பிரதேசங்களில்                             	N_NN           	I-NP 			பிரதேசம்,N                          	3)
story105.txt	12   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	13   	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story105.txt	14   	நோய்த்                                             	N_NN           	I-NP 			நோய்,N                              	-    
story105.txt	15   	தாக்குதல்                                     	N_NN           	I-NP 			தாக்குதல்,N                          	-    
story105.txt	16   	மேலாண்மையில்                                  	N_NN           	B-NP 			மேலாண்மை,N                          	-    
story105.txt	17   	நோய்க்                                             	N_NN           	B-NP 			நோய்,N                              	-    
story105.txt	18   	கட்டுப்பாடு                                   	N_NN           	I-NP 			கட்டுப்பாடு,N                        	-    
story105.txt	19   	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	20   	எதிர்காலத்                                    	N_NN           	B-NP 			எதிர்கால,ADJ                        	-    
story105.txt	21   	தேவைகளை                                     	N_NN           	I-NP 			தேவை,N                             	-    
story105.txt	22   	சமாளிப்பதற்கான                            	JJ             	B-NP 			சமாளி,V                            	-    
story105.txt	23   	ஆயத்த                                             	JJ             	I-NP 			ஆயத்தம்,N                            	-    
story105.txt	24   	நிலை                                             	N_NN           	I-NP 			நிலை,N                             	-    
story105.txt	25   	குறித்து                                     	PSP            	B-BLK			குறித்து,ADV                        	-    
story105.txt	26   	டாக்டர்.ஹர்ஷ்                                   	N_NNP          	B-NP 			டாக்டர்.ஹர்ஷ்,N,M,,                    	(1
story105.txt	27   	வர்தன்                                             	N_NNP          	I-NP 			வர்தன்,N                             	1)
story105.txt	28   	ஆய்வு                                             	N_NN           	I-NP 			ஆய்வு,N                             	-    
story105.txt	29   	.                            	RD_PUNC        	I-NP 			&dot;,punc                         	-    

story105.txt	0    	மத்திய                                            	JJ             	B-NP 			மத்திய,ADJ,,,                       	(1
story105.txt	1    	சுகாதாரம்                                    	N_NN           	I-NP 			சுகாதாரம்,N                         	1
story105.txt	2    	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	1
story105.txt	3    	குடும்ப                                      	N_NN           	B-NP 			குடும்பம்,N                          	1
story105.txt	4    	நலத்துறை                                     	N_NN           	I-NP 			நலத்துறை,N                          	1
story105.txt	5    	அமைச்சர்                                      	N_NN           	I-NP 			அமைச்சர்,N                           	1)
story105.txt	6    	டாக்டர்.ஹர்ஷ்                                   	N_NNP          	B-NP 			டாக்டர்.ஹர்ஷ்,N,M,,                    	(1
story105.txt	7    	வர்தன்                                             	N_NNP          	I-NP 			வர்தன்,N                             	1)
story105.txt	8    	இன்று                                             	N_NN           	B-NP 			இன்று,N                             	-    
story105.txt	9    	ஜம்மு                                             	N_NN           	I-NP 			ஜம்மு,N                             	-    
story105.txt	10   	காஷ்மீர்                                            	N_NN           	B-NP 			காஷ்மீர்,N                            	-    
story105.txt	11   	துணைநிலை                                    	N_NN           	I-NP 			துணைநிலை,N                         	-    
story105.txt	12   	ஆளுநர்                                            	N_NN           	I-NP 			ஆளுநர்,N                            	-    
story105.txt	13   	திரு.கிரிஷ்                                  	N_NNP          	B-NP 			திரு.கிரிஷ்,N,M,,                   	-    
story105.txt	14   	சந்திர                                            	N_NNP          	I-NP 			சந்திர,ADJ                          	-    
story105.txt	15   	மர்மு                                             	N_NN           	I-NP 			மர்மு,N,F,,                         	-    
story105.txt	16   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	17   	லடாக்                                             	N_NNP          	B-NP 			லடாக்,N                             	-    
story105.txt	18   	துணை                                             	N_NN           	I-NP 			துணை,N                             	-    
story105.txt	19   	நிலை                                             	N_NN           	I-NP 			நிலை,N                             	-    
story105.txt	20   	ஆளுநர்                                            	N_NN           	I-NP 			ஆளுநர்,N                            	-    
story105.txt	21   	திரு.ஆர்.கே.மாத்தூர்             	N_NNP          	B-NP 			திரு.ஆர்.கே.மாத்தூர்,N,M,,            	-    
story105.txt	22   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	23   	உத்தரகாண்ட்                                    	N_NNP          	B-NP 			உத்தரகாண்ட்,N                         	-    
story105.txt	24   	முதலமைச்சர்                                   	N_NN           	I-NP 			முதலமைச்சர்,N                        	-    
story105.txt	25   	திரு.திரிவேந்திர                         	N_NNP          	B-NP 			திரு.திரிவேந்திர,N,M,,              	-    
story105.txt	26   	சிங்                                              	N_NNP          	I-NP 			சிங்,N                              	-    
story105.txt	27   	ராவத்                                             	N_NNP          	I-NP 			ராவத்,N                             	-    
story105.txt	28   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	29   	இமாச்சலப்                                     	N_NN           	B-NP 			இமாச்சலம்,N                          	-    
story105.txt	30   	பிரதேச                                      	N_NN           	I-NP 			பிரதேசம்,N                          	-    
story105.txt	31   	முதலமைச்சர்                                   	N_NN           	I-NP 			முதலமைச்சர்,N                        	-    
story105.txt	32   	திரு.ஜெய்ராம்                             	N_NN           	B-NP 			திரு.ஜெய்ராம்,N,M,,                  	-    
story105.txt	33   	தாக்குர்                                      	N_NN           	I-NP 			தாக்குர்,N,,,                        	-    
story105.txt	34   	ஆகியோருடன்                                   	N_NN           	I-NP 			ஆகியோர்,N                           	-    
story105.txt	35   	உயர்நிலை                                     	N_NN           	B-NP 			உயர்நிலை,N                          	-    
story105.txt	36   	ஆய்வு                                             	N_NN           	I-NP 			ஆய்வு,N                             	-    
story105.txt	37   	நடத்தினார்                                    	V_VM_VF        	B-VGF			நடத்து,V                            	-    
story105.txt	38   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	சுகாதாரம்                                    	N_NN           	B-NP 			சுகாதாரம்,N                         	-    
story105.txt	1    	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	2    	குடும்ப                                      	N_NN           	B-NP 			குடும்பம்,N                          	-    
story105.txt	3    	நலத்துறை                                     	N_NN           	I-NP 			நலத்துறை,N                          	-    
story105.txt	4    	இணை                                              	N_NN           	B-NP 			இணை,N                              	-    
story105.txt	5    	அமைச்சர்                                      	N_NN           	I-NP 			அமைச்சர்,N                           	-    
story105.txt	6    	திரு.அஸ்வினி                             	N_NNP          	B-NP 			திரு.அஸ்வினி,N,M,,                  	-    
story105.txt	7    	குமார்                                            	N_NNP          	I-NP 			குமார்,N                            	-    
story105.txt	8    	சௌபே                                             	N_NN           	B-NP 			சௌபே,N,,,                          	-    
story105.txt	9    	உடனிருந்தார்                                  	V_VM_VF        	B-VGF			உடனிரு,V                           	-    
story105.txt	10   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	பல்வேறு                                      	JJ             	B-NP 			பல்வேறு,ADJ                         	-    
story105.txt	1    	மாநில                                            	N_NN           	I-NP 			மாநிலம்,N                           	-    
story105.txt	2    	சுகாதார                                     	N_NN           	I-NP 			சுகாதார,ADJ                        	-    
story105.txt	3    	அமைச்சர்கள்                                    	N_NN           	I-NP 			அமைச்சர்,N                           	-    
story105.txt	4    	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	5    	சிவப்பு                                      	N_NN           	B-NP 			சிவப்பு,N                           	-    
story105.txt	6    	மண்டல                                             	N_NN           	I-NP 			மண்டலம்,N                            	-    
story105.txt	7    	மாவட்டங்களின்                                  	N_NN           	I-NP 			மாவட்டம்,N                           	-    
story105.txt	8    	ஆட்சியாளர்களுடன்                           	N_NN           	I-NP 			ஆட்சியாளர்,N                         	-    
story105.txt	9    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	10   	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story105.txt	11   	மேலாண்மைக்கான                             	JJ             	B-NP 			மேலாண்மை,N                          	-    
story105.txt	12   	நடவடிக்கைகள்                                  	N_NN           	I-NP 			நடவடிக்கை,N                         	-    
story105.txt	13   	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	14   	ஆயத்தநிலை                                    	N_NN           	B-NP 			ஆயத்தநிலை,N                         	-    
story105.txt	15   	குறித்து                                     	PSP            	B-BLK			குறித்து,ADV                        	-    
story105.txt	16   	நேரடியாக                                    	RB             	B-RBP			நேரடி,N                            	-    
story105.txt	17   	ஆய்வு                                             	N_NN           	B-NP 			ஆய்வு,N                             	-    
story105.txt	18   	செய்து                                            	V_VM_VNF_VBN   	B-VGNF			செய்,V                              	-    
story105.txt	19   	வருவதன்                                      	V_VM_VNF_RP_PRP	I-VGNF			வா,V                               	-    
story105.txt	20   	தொடர்ச்சியாக                                  	RB             	I-VGNF			தொடர்ச்சி,N                          	-    
story105.txt	21   	இந்தக்                                             	DM_DMR         	B-NP 			இந்த,ADJ                            	-    
story105.txt	22   	கூட்டம்                                            	N_NN           	I-NP 			கூட்டம்,N                            	-    
story105.txt	23   	நடைபெற்றது                                   	V_VM_VF        	B-VGF			நடைபெறு,V                          	-    
story105.txt	24   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	2020                         	QT_QTC         	B-NP 			2020,num                           	-    
story105.txt	1    	மே                                               	N_NNP          	B-NP 			மே,N                               	-    
story105.txt	2    	12ஆம்                                             	QT_QTO         	I-NP 			12,num                             	-    
story105.txt	3    	தேதி                                             	N_NN           	I-NP 			தேதி,N                             	-    
story105.txt	4    	நிலவரத்தின்படி                            	N_NN           	B-NP 			நிலவரம்,N                           	-    
story105.txt	5    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	6    	மொத்தம்                                            	N_NN           	B-NP 			மொத்தம்,N                            	-    
story105.txt	7    	70,756                       	QT_QTC         	B-NP 			70,756                             	-    
story105.txt	8    	பேருக்கு                                     	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	9    	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story105.txt	10   	பாதிப்பு                                     	N_NN           	B-NP 			பாதிப்பு,N                          	-    
story105.txt	11   	உறுதி                                            	N_NN           	I-NP 			உறுதி,N                            	-    
story105.txt	12   	செய்யப்பட்டுள்ளது                           	V_VM_VF        	B-VGF			செய்,V                              	-    
story105.txt	13   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story105.txt	14   	,                            	RD_PUNC        	I-CCP			&comma;,punc                       	-    
story105.txt	15   	அதில்                                             	PR_PRP         	B-NP 			அது,PN                             	-    
story105.txt	16   	22,455                       	QT_QTC         	B-NP 			22,455                             	-    
story105.txt	17   	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	18   	குணம்                                             	N_NN           	I-NP 			குணம்,N                             	-    
story105.txt	19   	அடைந்துள்ளதாகவும்                          	RB             	B-RBP			அடை,V                              	-    
story105.txt	20   	,                            	RD_PUNC        	I-RBP			&comma;,punc                       	-    
story105.txt	21   	2,2,93                       	QT_QTC         	B-NP 			2,2                                	-    
story105.txt	22   	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	23   	இறந்திருப்பதாகவும்                         	RB             	B-RBP			இற,V                               	-    
story105.txt	24   	அமைச்சர்                                      	N_NN           	B-NP 			அமைச்சர்,N                           	-    
story105.txt	25   	டாக்டர்.ஹர்ஷ்                                   	N_NNP          	B-NP 			டாக்டர்.ஹர்ஷ்,N,M,,                    	(1
story105.txt	26   	வர்தன்                                             	N_NNP          	I-NP 			வர்தன்,N                             	1)
story105.txt	27   	தெரிவித்தார்                                  	V_VM_VF        	B-VGF			தெரிவி,V                           	-    
story105.txt	28   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	கடந்த                                             	JJ             	B-NP 			கடந்த,ADJ                           	-    
story105.txt	1    	24                           	QT_QTC         	I-NP 			24,num                             	-    
story105.txt	2    	மணி                                              	N_NN           	I-NP 			மணி,N                              	-    
story105.txt	3    	நேரத்தில்                                     	N_NN           	I-NP 			நேரம்,N                             	-    
story105.txt	4    	3,604                        	QT_QTC         	B-NP 			3,604                              	-    
story105.txt	5    	பேருக்கு                                     	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	6    	நோய்த்                                             	N_NN           	B-NP 			நோய்,N                              	-    
story105.txt	7    	தாக்குதல்                                     	N_NN           	I-NP 			தாக்குதல்,N                          	-    
story105.txt	8    	புதிதாகக்                                    	RB             	B-VGF			புதிது,N                           	-    
story105.txt	9    	கண்டறியப்பட்டுள்ளது                         	V_VM_VF        	I-VGF			கண்டறி,V                            	-    
story105.txt	10   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story105.txt	11   	,                            	RD_PUNC        	I-CCP			&comma;,punc                       	-    
story105.txt	12   	1538                         	QT_QTC         	B-NP 			1538,num                           	-    
story105.txt	13   	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	14   	குணம்                                             	N_NN           	I-NP 			குணம்,N                             	-    
story105.txt	15   	அடைந்துள்ளனர்                                  	V_VM_VF        	B-VGF			அடை,V                              	-    
story105.txt	16   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story105.txt	17   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story105.txt	18   	குறிப்பிட்டார்                             	V_VM_VF        	B-VGF			குறிப்பிடு,V                        	-    
story105.txt	19   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	கடந்த                                             	JJ             	B-NP 			கடந்த,ADJ                           	-    
story105.txt	1    	14                           	QT_QTC         	I-NP 			14,num                             	-    
story105.txt	2    	நாட்களில்                                     	N_NN           	I-NP 			நாள்,N                              	-    
story105.txt	3    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	4    	நோய்த்                                             	N_NN           	B-NP 			நோய்,N                              	-    
story105.txt	5    	தாக்குதல்                                     	N_NN           	I-NP 			தாக்குதல்,N                          	-    
story105.txt	6    	இரட்டிப்பாகும்                             	V_VM_VNF_RP    	B-VGNF			இரட்டிப்பு,N                         	-    
story105.txt	7    	காலம்                                             	N_NN           	B-NP 			காலம்,N                             	-    
story105.txt	8    	10.9                         	QT_QTC         	B-NP 			10.9,num                           	-    
story105.txt	9    	நாட்களாக                                     	RB             	B-VGF			நாள்,N                              	-    
story105.txt	10   	இருந்தது                                     	V_VM_VF        	I-VGF			இரு,V                              	-    
story105.txt	11   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story105.txt	12   	,                            	RD_PUNC        	I-CCP			&comma;,punc                       	-    
story105.txt	13   	கடந்த                                             	JJ             	B-NP 			கடந்த,ADJ                           	-    
story105.txt	14   	3                            	QT_QTC         	I-NP 			3,num                              	-    
story105.txt	15   	நாட்களில்                                     	N_NN           	I-NP 			நாள்,N                              	-    
story105.txt	16   	இது                                              	PR_PRP         	B-NP 			இது,PN                             	-    
story105.txt	17   	12.2                         	QT_QTC         	I-NP 			12.2,num                           	-    
story105.txt	18   	ஆக                                               	RB             	B-VGF			ஆக,FW                              	-    
story105.txt	19   	உயர்ந்துள்ளது                                  	V_VM_VF        	I-VGF			உயர்,V                              	-    
story105.txt	20   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story105.txt	21   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story105.txt	22   	தெரிவித்தார்                                  	V_VM_VF        	B-VGF			தெரிவி,V                           	-    
story105.txt	23   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	மரண                                              	N_NN           	B-NP 			மரணம்,N                             	-    
story105.txt	1    	விகிதம்                                      	N_NN           	I-NP 			விகிதம்,N                           	-    
story105.txt	2    	3.2                          	QT_QTC         	B-NP 			3.2,num                            	-    
story105.txt	3    	சதவீதமாகவும்                                  	N_NN           	I-NP 			சதவீதம்,N                            	-    
story105.txt	4    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	5    	குணம்                                             	N_NN           	B-NP 			குணம்,N                             	-    
story105.txt	6    	அடைபவர்கள்                                    	V_VM_VF        	B-VGF			அடை,V                              	-    
story105.txt	7    	விகிதம்                                      	N_NN           	B-NP 			விகிதம்,N                           	-    
story105.txt	8    	31.74                        	QT_QTC         	B-NP 			31.74,num                          	-    
story105.txt	9    	சதவீதமாகவும்                                  	N_NN           	I-NP 			சதவீதம்,N                            	-    
story105.txt	10   	உள்ளதாகவும்                                   	RB             	B-RBP			உள்,V                               	-    
story105.txt	11   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story105.txt	12   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story105.txt	13   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	நேற்றைய                                      	JJ             	B-NP 			நேற்றைய,ADJ                         	-    
story105.txt	1    	நிலவரத்தின்படி                            	N_NN           	I-NP 			நிலவரம்,N                           	-    
story105.txt	2    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	3    	சிகிச்சையில்                                  	N_NN           	B-NP 			சிகிச்சை,N                          	-    
story105.txt	4    	உள்ள                                              	PSP            	B-BLK			உள்ள,PSP                            	-    
story105.txt	5    	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story105.txt	6    	நோயாளிகளில்                                  	N_NN           	I-NP 			நோயாளி,N                           	-    
story105.txt	7    	2.37                         	QT_QTC         	B-NP 			2.37,num                           	-    
story105.txt	8    	சதவீதம்                                            	N_NN           	I-NP 			சதவீதம்,N                            	-    
story105.txt	9    	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	10   	ஐ.சி.யூ                                     	N_NN           	I-NP 			ஐ.சி.யூ,N,,,                       	-    
story105.txt	11   	.                            	RD_PUNC        	I-NP 			&dot;,punc                         	-    
story105.txt	12   	சிகிச்சையிலும்                            	N_NN           	B-NP 			சிகிச்சை,N                          	-    
story105.txt	13   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	14   	0.41                         	QT_QTC         	B-NP 			0.41,num                           	-    
story105.txt	15   	சதவீதம்                                            	N_NN           	I-NP 			சதவீதம்,N                            	-    
story105.txt	16   	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	17   	வென்டிலேட்டர்கள்                            	N_NN           	I-NP 			வென்டிலேட்டர்கள்,N,,PL,                	-    
story105.txt	18   	உதவியுடன்                                    	N_NN           	B-NP 			உதவி,N                             	-    
story105.txt	19   	கூடிய                                            	PSP            	B-BLK			கூடிய,PSP                          	-    
story105.txt	20   	சிகிச்சையிலும்                            	N_NN           	B-NP 			சிகிச்சை,N                          	-    
story105.txt	21   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story105.txt	22   	1.82                         	QT_QTC         	B-NP 			1.82,num                           	-    
story105.txt	23   	சதவீதம்                                            	N_NN           	I-NP 			சதவீதம்,N                            	-    
story105.txt	24   	பேர்                                              	N_NN           	I-NP 			பேர்,N                              	-    
story105.txt	25   	ஆக்சிஜன்                                      	N_NN           	I-NP 			ஆக்சிஜன்,N                           	-    
story105.txt	26   	உதவியுடன்                                    	N_NN           	B-NP 			உதவி,N                             	-    
story105.txt	27   	கூடிய                                            	PSP            	B-BLK			கூடிய,PSP                          	-    
story105.txt	28   	சிகிச்சையிலும்                            	N_NN           	B-NP 			சிகிச்சை,N                          	-    
story105.txt	29   	இருப்பதாக                                    	RB             	B-RBP			இரு,V                              	-    
story105.txt	30   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story105.txt	31   	குறிப்பிட்டார்                             	V_VM_VF        	B-VGF			குறிப்பிடு,V                        	-    
story105.txt	32   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	நாட்டில்                                      	N_NN           	B-NP 			நாடு,N                             	-    
story105.txt	1    	கோவிட்                                            	N_NN           	B-NP 			கோவி,N                             	(2)
story105.txt	2    	நோய்                                              	N_NN           	I-NP 			நோய்,N                              	-    
story105.txt	3    	கண்டறிவதற்கான                             	JJ             	B-NP 			கண்டறி,V                            	-    
story105.txt	4    	மருத்துவப்                                    	N_NN           	I-NP 			மருத்துவம்,N                         	-    
story105.txt	5    	பரிசோதனைத்                                   	N_NN           	I-NP 			பரிசோதனை,N                         	-    
story105.txt	6    	திறன்                                             	N_NN           	I-NP 			திறன்,N                             	-    
story105.txt	7    	அதிகரித்துள்ளதாகவும்             	RB             	B-RBP			அதிகரி,V                           	-    
story105.txt	8    	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story105.txt	9    	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story105.txt	10   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story105.txt	0    	347                          	QT_QTC         	B-NP 			347,num                            	-    
story105.txt	1    	அரசு                                             	N_NN           	I-NP 			அரசு,N                             	-    
story105.txt	2    	ஆய்வகங்கள்                                     	N_NN           	I-NP 			ஆய்வகம்,N                            	-    
story105.txt	3    	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story105.txt	4    	137                          	QT_QTC         	B-NP 			137,num                            	-    
story105.txt	5    	தனியார்                                      	N_NN           	I-NP 			தனியார்,N                           	-    
story105.txt	6    	ஆய்வகங்கள்                                     	N_NN           	I-NP 			ஆய்வகம்,N                            	-    
story105.txt	7    	மூலம்                                             	PSP            	B-BLK			மூலம்,N                             	-    
story105.txt	8    	தினமும்                                      	N_NN           	B-NP 			தினம்,N                             	-    
story105.txt	9    	1                            	QT_QTC         	B-NP 			1,num                              	-    
story105.txt	10   	இலட்சம்                                            	N_NN           	I-NP 			இலட்சம்,N                            	-    
story105.txt	11   	பரிசோதனைகள்                                  	N_NN           	B-NP 			பரிசோதனை,N                         	-    
