#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story104.txt	1    	ಏಳನೇ                                	QT__QTO        	B-NP    			ಏಳು,num                        	-     
story104.txt	2    	ಅನುಸೂಚಿಯಲ್ಲಿ                       	N__NN          	I-NP    			ಅನುಸೂಚಿ,n                        	-     
story104.txt	3    	ಸಂಬಂಧಿತ                               	JJ             	B-NP    			ಸಂಬಂಧಿಸು,adj                      	-     
story104.txt	4    	ದಾಖಲೆಗಳನ್ನು                       	N__NN          	I-NP    			ದಾಖಲೆ,n                         	-     
story104.txt	5    	ನಿರ್ಣಯಿಸುವಾಗ                       	V__VM__VNF     	B-VGNF  			ನಿರ್ಣಯಿಸುವಾಗು,v                     	-     
story104.txt	6    	ಭಾರತ                                	N__NNP         	B-NP    			ಭಾರತ,n                         	-     
story104.txt	7    	ಸರ್ಕಾರದ                              	N__NN          	I-NP    			ಸರ್ಕಾರ,n                        	-     
story104.txt	8    	ಅಧಿನಿಯಮದಲ್ಲಿನ                     	N__NN          	B-NP    			ಅಧಿನಿಯಮ,n                       	-     
story104.txt	9    	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	10   	ಎಂದರೇನು                               	CC__CCS        	B-CCP   			ಎಂದರೇನು,avy                      	-     
story104.txt	11   	ಎಂಬುದನ್ನು                              	CC__CCS        	B-CCP   			ಎಂಬುದನ್ನು,avy                     	-     
story104.txt	12   	ಸಂವಿಧಾನ                               	JJ             	B-NP    			ಸಂವಿಧಾನ,adj                      	-     
story104.txt	13   	ರಚನಾಕಾರರು                        	N__NN          	I-NP    			ರಚನಾಕಾರ,n                       	(5)
story104.txt	14   	ತಮ್ಮ                                	PR__PRF        	B-NP    			ತಾನು,pn                         	(5)
story104.txt	15   	ಮನಸ್ಸಿನಲ್ಲಿ                       	N__NN          	B-NP    			ಮನಸ್ಸು,n                        	-     
story104.txt	16   	ಇಟ್ಟುಕೊಂಡಿದ್ದರು                      	V__VM__VF      	B-VGF   			ಇಟ್ಟುಕೊಳ್ಳು,v                      	-     
story104.txt	17   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	ಸಂವಿಧಾನದ                              	N__NN          	B-NP    			ಸಂವಿಧಾನ,n                        	-     
story104.txt	1    	ಏಳನೇ                                	QT__QTO        	B-NP    			ಏಳು,num                        	-     
story104.txt	2    	ಅನುಸೂಚಿಯಲ್ಲಿ                       	N__NN          	I-NP    			ಅನುಸೂಚಿ,n                        	-     
story104.txt	3    	ಸಂಬಂಧಿತ                               	JJ             	B-NP    			ಸಂಬಂಧಿಸು,adj                      	-     
story104.txt	4    	ದಾಖಲೆಗಳನ್ನು                       	N__NN          	I-NP    			ದಾಖಲೆ,n                         	-     
story104.txt	5    	ನಿರ್ಣಯಿಸುವಾಗ                       	V__VM__VNF     	B-VGNF  			ನಿರ್ಣಯಿಸುವಾಗು,v                     	-     
story104.txt	6    	ಭಾರತ                                	N__NNP         	B-NP    			ಭಾರತ,n                         	-     
story104.txt	7    	ಸರ್ಕಾರದ                              	N__NN          	I-NP    			ಸರ್ಕಾರ,n                        	-     
story104.txt	8    	ಅಧಿನಿಯಮದಲ್ಲಿನ                     	N__NN          	B-NP    			ಅಧಿನಿಯಮ,n                       	-     
story104.txt	9    	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	10   	ಎಂದರೇನು                               	CC__CCS        	B-CCP   			ಎಂದರೇನು,avy                      	-     
story104.txt	11   	ಎಂಬುದನ್ನು                              	CC__CCS        	B-CCP   			ಎಂಬುದನ್ನು,avy                     	-     
story104.txt	12   	ಸಂವಿಧಾನ                               	JJ             	B-NP    			ಸಂವಿಧಾನ,adj                      	-     
story104.txt	13   	ರಚನಾಕಾರರು                        	N__NN          	I-NP    			ರಚನಾಕಾರ,n                       	(3)
story104.txt	14   	ತಮ್ಮ                                	PR__PRF        	B-NP    			ತಾನು,pn                         	(3)
story104.txt	15   	ಮನಸ್ಸಿನಲ್ಲಿ                       	N__NN          	B-NP    			ಮನಸ್ಸು,n                        	-     
story104.txt	16   	ಇಟ್ಟುಕೊಂಡಿದ್ದರು                      	V__VM__VF      	B-VGF   			ಇಟ್ಟುಕೊಳ್ಳು,v                      	-     
story104.txt	17   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	ಒಂದು                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	-     
story104.txt	1    	ವಿಶ್ವವಿದ್ಯಾಲಯವೆಂದರೆ                   	N__NN          	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯವೆಂ,n                   	-     
story104.txt	2    	ಶಿಕ್ಷಕರು                              	N__NN          	B-NP    			ಶಿಕ್ಷಕ,n                        	-     
story104.txt	3    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	4    	ವಿದ್ವಾಂಸರು                              	N__NN          	B-NP    			ವಿದ್ವಾಂಸ,n                        	-     
story104.txt	5    	ಒಂದೇ                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	-     
story104.txt	6    	ಸ್ಥಳದಲ್ಲಿ                        	N__NN          	I-NP    			ಸ್ಥಳ,n                         	-     
story104.txt	7    	ಒಟ್ಟುಗೂಡುತ್ತಾರೆ                      	V__VM__VNF     	B-VGNF  			ಒಟ್ಟುಗೂಡು,v                       	-     
story104.txt	8    	,                   	RD__PUNC       	I-VGNF  			COMMA,punc                    	-     
story104.txt	9    	ಕಲಿಕೆಯ                               	N__NNV         	B-NP    			ಕಲಿ,n                          	-     
story104.txt	10   	ಅತ್ಯುನ್ನತ                        	JJ             	B-NP    			ಅತ್ಯುನ್ನತ,adj                    	-     
story104.txt	11   	ಆಯಾಮಗಳನ್ನು                       	N__NN          	I-NP    			ಆಯಾಮ,n                         	-     
story104.txt	12   	ಕಲಿಸುತ್ತಾರೆ                        	V__VM__VF      	B-VGF   			ಕಲಿಸು,v                         	-     
story104.txt	13   	,                   	RD__PUNC       	I-VGF   			COMMA,punc                    	-     
story104.txt	14   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	15   	ಅಂತಹ                                	DM__DMD        	B-NP    			ಅಂತಹ,pn                        	-     
story104.txt	16   	ವ್ಯಕ್ತಿಗಳು                        	N__NN          	I-NP    			ವ್ಯಕ್ತಿ,n                        	-     
story104.txt	17   	ನಿರ್ದಿಷ್ಟ                              	JJ             	B-NP    			ನಿರ್ದಿಷ್ಟ,adj                     	-     
story104.txt	18   	ಸಂಸ್ಥೆ                                	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story104.txt	19   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	20   	ಮಾನ್ಯತೆ                               	N__NN          	B-NP    			ಮಾನ್ಯ,n                         	-     
story104.txt	21   	ಪಡೆದ                                	V__VM__VNG     	B-VGNN  			ಪಡೆ,v                          	-     
story104.txt	22   	ಅಧಿಕಾರಗಳು                        	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story104.txt	23   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	24   	ಸವಲತ್ತುಗಳನ್ನು                     	N__NN          	B-NP    			ಸವಲತ್ತು,n                       	-     
story104.txt	25   	ಹೊಂದಿರುವ                               	V__VM__VNG     	B-VGNN  			ಹೊಂದಿರು,v                         	-     
story104.txt	26   	ಸಮಾಜ                                	N__NN          	B-NP    			ಸಮಾಜ,n                         	-     
story104.txt	27   	ಅಥವಾ                                	CC__CCD        	B-CCP   			ಅಥವಾ,avy                       	-     
story104.txt	28   	ನಿಗಮವಾಗುತ್ತಾರೆ                      	N__NN          	B-NP    			ನಿಗಮವಾಗುತ್ತಾ,n                     	-     
story104.txt	29   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	30   	ಅತ್ಯುನ್ನತ                        	JJ             	B-JJP   			ಅತ್ಯುನ್ನತ,adj                    	-     
story104.txt	31   	ಅಥವಾ                                	CC__CCD        	B-CCP   			ಅಥವಾ,avy                       	-     
story104.txt	32   	ಅತ್ಯಂತ                               	RP__INTF       	B-NP    			ಅತ್ಯಂತ,adj                      	-     
story104.txt	33   	ಪ್ರಮುಖ                               	JJ             	I-NP    			ಪ್ರಮುಖ,adj                      	-     
story104.txt	34   	ಆಯಾಮಗಳಲ್ಲಿ                       	N__NN          	I-NP    			ಆಯಾಮ,n                         	-     
story104.txt	35   	ಶಿಕ್ಷಣವನ್ನು                       	N__NN          	B-NP    			ಶಿಕ್ಷಣ,n                        	-     
story104.txt	36   	ಉತ್ತೇಜಿಸಲು                        	V__VM__VINF    	B-VGINF 			ಉತ್ತೇಜಿಸು,v                       	-     
story104.txt	37   	ಒಂದು                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	-     
story104.txt	38   	ಸಂಸ್ಥೆಯನ್ನು                        	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story104.txt	39   	ರಚಿಸುತ್ತಾರೆ                        	V__VM__VF      	B-VGF   			ರಚಿಸು,v                         	-     
story104.txt	40   	,                   	RD__PUNC       	I-VGF   			COMMA,punc                    	-     
story104.txt	41   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	42   	ಅಂತಹ                                	RP__INTF       	B-NP    			ಅಂತಹ,adj                       	-     
story104.txt	43   	ಸಂಸ್ಥೆಯ                               	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story104.txt	44   	ಒಡೆತನದ                              	V__VM__VF      	B-VGF   			ಒಡೆತನ,v                        	-     
story104.txt	45   	ಕಾಲೇಜುಗಳು                              	N__NN          	B-NP    			ಕಾಲೇಜು,n                         	-     
story104.txt	46   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	47   	ಕಟ್ಟಡಗಳು                        	V__VM__VF      	B-VGNF  			ಕಟ್ಟು,v                         	-     
story104.txt	48   	,                   	RD__PUNC       	I-VGNF  			COMMA,punc                    	-     
story104.txt	49   	ಇತರ                                	N__NN          	B-NP    			ಇತರ,n                         	-     
story104.txt	50   	ಸ್ವತ್ತುಗಳನ್ನು                      	N__NN          	I-NP    			ಸ್ವತ್ತು,n                        	-     
story104.txt	51   	ರಚಿಸುತ್ತಾರೆ                        	N__NN          	B-NP    			ರಚಿಸು,n                         	-     
story104.txt	52   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿನ                  	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	1    	ಇತರ                                	JJ             	B-NP    			ಇತರ,adj                       	-     
story104.txt	2    	ಅಗತ್ಯ                               	JJ             	I-NP    			ಅಗತ್ಯ,adj                      	-     
story104.txt	3    	ಅಂಶಗಳೆಂದರೆ                        	N__NN          	I-NP    			ಅಂಶಗಳೆಂ,n                        	-     
story104.txt	4    	ಬೋಧನೆ                                	N__NN          	B-NP    			ಬೋಧನೆ,n                         	-     
story104.txt	5    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	6    	ಸಂಶೋಧನೆಗಾಗಿ                        	N__NN          	B-NP    			ಸಂಶೋಧನೆ,n                        	-     
story104.txt	7    	ಒಂದು                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	(4)
story104.txt	8    	ಅಥವಾ                                	CC__CCD        	B-CCP   			ಅಥವಾ,avy                       	-     
story104.txt	9    	ಅದಕ್ಕಿಂತ                              	PR__PRP        	B-NP    			ಅದು,pn                         	(4)
story104.txt	10   	ಹೆಚ್ಚಿನ                               	JJ             	B-NP    			ಹೆಚ್ಚು,adj                       	-     
story104.txt	11   	ಬೋಧಕ                                	JJ             	I-NP    			ಬೋಧಿಸು,adj                       	-     
story104.txt	12   	ವರ್ಗಗಳನ್ನು                       	N__NN          	I-NP    			ವರ್ಗ,n                         	-     
story104.txt	13   	ಬೋಧಿಸುವ                               	V__VM__VNG     	B-VGNN  			ಬೋಧಿಸು,v                         	-     
story104.txt	14   	ಶಿಕ್ಷಕರ                              	N__NN          	B-NP    			ಶಿಕ್ಷಕ,n                        	-     
story104.txt	15   	ವೈವಿಧ್ಯತೆ                              	N__NN          	B-NP    			ವೈವಿಧ್ಯ,n                        	-     
story104.txt	16   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	17   	ವಾಸದ                                	JJ             	B-NP    			ವಾಸ,adj                        	-     
story104.txt	18   	ವ್ಯವಸ್ಥೆ                              	N__NN          	I-NP    			ವ್ಯವಸ್ಥೆ,n                       	-     
story104.txt	19   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	20   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	21   	ಪದವಿಪೂರ್ವ                        	N__NN          	B-NP    			ಪದವಿಪೂರ್ವ,n                      	-     
story104.txt	22   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	23   	ಸ್ನಾತಕೋತ್ತರ                       	JJ             	B-NP    			ಸ್ನಾತಕೋತ್ತರ,adj                   	-     
story104.txt	24   	ಕೋರ್ಸ್ಗಳನ್ನು                       	N__NN          	I-NP    			ಕೋರ್ಸ್,n                         	-     
story104.txt	25   	ಒದಗಿಸುವ                              	V__VM__VNG     	B-VGNN  			ಒದಗು,v                         	-     
story104.txt	26   	ಕೆಲವು                                	QT__QTF        	B-NP    			ಕೆಲವು,adj                       	-     
story104.txt	27   	ವಿಧಾನಗಳನ್ನು                       	N__NN          	I-NP    			ವಿಧಾನ,n                         	-     
story104.txt	28   	ಹೊಂದಿರುವ                               	V__VM__VNG     	B-VGNN  			ಹೊಂದಿರು,v                         	-     
story104.txt	29   	ಅಗತ್ಯ                               	N__NN          	B-NP    			ಅಗತ್ಯ,n                        	-     
story104.txt	30   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	ವಿದ್ಯಾರ್ಥಿಗಳ                       	N__NN          	B-NP    			ವಿದ್ಯಾರ್ಥಿ,n                       	-     
story104.txt	1    	ವ್ಯಕ್ತಿತ್ವ                        	N__NN          	B-NP    			ವ್ಯಕ್ತಿತ್ವ,n                      	-     
story104.txt	2    	ವಿಕಸನಕ್ಕಾಗಿ                       	N__NN          	I-NP    			ವಿಕಸನ,n                        	-     
story104.txt	3    	ಕ್ಯಾಂಪಸ್                               	N__NN          	B-NP    			ಕ್ಯಾಂಪಸ್,n                        	-     
story104.txt	4    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	5    	ತರಗತಿ                               	N__NN          	B-NP    			ತರಗತಿ,n                        	-     
story104.txt	6    	ಕೊಠಡಿಗಳು                              	N__NN          	I-NP    			ಕೊಠಡಿ,n                         	-     
story104.txt	7    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	8    	ಉಪನ್ಯಾಸ                              	JJ             	B-NP    			ಉಪನ್ಯಾಸ,adj                     	-     
story104.txt	9    	ಸಭಾಂಗಣಗಳು                        	N__NN          	I-NP    			ಸಭಾಂಗಣ,n                        	-     
story104.txt	10   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	11   	ಗ್ರಂಥಾಲಯಗಳು                       	N__NN          	B-NP    			ಗ್ರಂಥಾಲಯ,n                       	-     
story104.txt	12   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	13   	ಪ್ರಯೋಗಾಲಯಗಳು                      	N__NN          	B-NP    			ಪ್ರಯೋಗಾಲಯ,n                      	-     
story104.txt	14   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	15   	ಕಚೇರಿಗಳು                              	N__NN          	B-NP    			ಕಚೇರಿ,n                         	-     
story104.txt	16   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	17   	ಕೆಲವು                                	QT__QTF        	B-NP    			ಕೆಲವು,adj                       	-     
story104.txt	18   	ಆಟದ                                	N__NN          	I-NP    			ಆಡು,n                          	-     
story104.txt	19   	ಮೈದಾನಗಳು                              	N__NN          	B-NP    			ಮೈದಾನ,n                         	-     
story104.txt	20   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	21   	ಕ್ರೀಡಾ                                	JJ             	B-NP    			ಕ್ರೀಡೆ,adj                       	-     
story104.txt	22   	ಸೌಲಭ್ಯಗಳು                        	N__NN          	I-NP    			ಸೌಲಭ್ಯ,n                        	-     
story104.txt	23   	ಇರಬೇಕು                               	V__VM__VF      	B-VGF   			ಇರು,v                          	-     
story104.txt	24   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	ಆದ್ದರಿಂದ                              	CC__CCS        	B-CCP   			ಆದ್ದರಿಂದ,avy                     	-     
story104.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story104.txt	2    	ಪ್ರವೇಶ                               	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	-     
story104.txt	3    	32                  	QT__QTC        	I-NP    			32,num                        	-     
story104.txt	4    	ರಲ್ಲಿ                                	PSP            	I-NP    			ರಲ್ಲಿ,psp                       	-     
story104.txt	5    	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NNP         	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	6    	ಎಂಬ                                 	CC__CCS        	B-CCP   			ಎಂಬ,avy                        	-     
story104.txt	7    	ಪದವು                                	N__NN          	B-NP    			ಪದ,n                          	-     
story104.txt	8    	ಅಲಿಗಢ                               	N__NNP         	B-NP    			ಅಲಿಗಢ,n                        	-     
story104.txt	9    	ಮುಸ್ಲಿಂ                                	N__NNP         	B-NP    			ಮುಸ್ಲಿಂ,n                         	-     
story104.txt	10   	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NNP         	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	11   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story104.txt	12   	ಕಾಶಿ                                 	N__NNP         	B-NP    			ಕಾಶಿ,n                          	-     
story104.txt	13   	ಹಿಂದೂ                                 	N__NNP         	B-NP    			ಹಿಂದೂ,n                          	-     
story104.txt	14   	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NNP         	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	15   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	16   	ದೆಹಲಿ                                	N__NNP         	B-NP    			ದೆಹಲಿ,n                         	-     
story104.txt	17   	ವಿಶ್ವವಿದ್ಯಾಲಯದಂತಹ                   	N__NNP         	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	18   	ವಿಶ್ವವಿದ್ಯಾಲಯಗಳಂತೆಯೇ                  	N__NN          	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	19   	ಒಂದೇ                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	-     
story104.txt	20   	ಅರ್ಥವನ್ನು                        	N__NN          	I-NP    			ಅರ್ಥ,n                         	-     
story104.txt	21   	ಹೊಂದಿದೆ                                	V__VM__VF      	B-VGF   			ಹೊಂದು,v                          	-     
story104.txt	22   	.                   	RD__PUNC       	I-VGF   			.,punc                        	-     
story104.txt	23   	ಅಂದರೆ                                	CC__CCS        	B-CCP   			ಅಂದರೆ,avy                       	-     
story104.txt	24   	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story104.txt	25   	ಪಟ್ಟಿ                                	N__NN          	B-NP    			ಪಟ್ಟಿ,n                         	-     
story104.txt	26   	1                   	QT__QTC        	I-NP    			1,num                         	-     
story104.txt	27   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story104.txt	28   	32                  	QT__QTC        	B-NP    			32,num                        	-     
story104.txt	29   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	30   	ಪಟ್ಟಿ                                	N__NN          	B-NP    			ಪಟ್ಟಿ,n                         	-     
story104.txt	31   	2                   	QT__QTC        	I-NP    			2,num                         	-     
story104.txt	32   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story104.txt	33   	63                  	QT__QTC        	B-NP    			63,num                        	-     
story104.txt	34   	ರಿಂದ                                 	PSP            	I-NP    			ರಿಂದ,psp                        	-     
story104.txt	35   	65                  	QT__QTC        	B-NP    			65,num                        	-     
story104.txt	36   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story104.txt	37   	ನಮೂದು                                	N__NNP         	B-NP    			ನಮೂದು,n                         	-     
story104.txt	38   	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	39   	ಕ್ಕೆ                                 	PSP            	I-NP    			ಕ್ಕೆ,psp                        	-     
story104.txt	40   	ಒಂದೇ                                 	QT__QTC        	B-NP    			ಒಂದು,num                        	-     
story104.txt	41   	ಅರ್ಥವನ್ನು                        	N__NN          	I-NP    			ಅರ್ಥ,n                         	-     
story104.txt	42   	ಹೊಂದಿವೆ.                               	V__VM__VF      	B-VGF   			ಹೊಂದಿವೆ.,v                        	-     

story104.txt	0    	ಆದ್ದರಿಂದ                              	CC__CCS        	B-CCP   			ಆದ್ದರಿಂದ,avy                     	-     
story104.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story104.txt	2    	ರಾಜ್ಯ                                	JJ             	B-NP    			ರಾಜ್ಯ,adj                       	-     
story104.txt	3    	ವಿಶ್ವವಿದ್ಯಾಲಯದ                     	N__NN          	I-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	4    	ಯಾವುದೇ                                	PR__PRI        	B-NP    			ಯಾವುದೇ,pn                        	-     
story104.txt	5    	ಕಾನೂನನ್ನು                              	N__NN          	B-NP    			ಕಾನೂನು,n                         	-     
story104.txt	6    	ನಿಯಂತ್ರಿಸಲು                        	V__VM__VINF    	B-VGINF 			ನಿಯಂತ್ರಿಸು,v                       	-     
story104.txt	7    	ಸಂಸತ್ತು                               	JJ             	B-NP    			ಸಂಸತ್ತು,adj                      	-     
story104.txt	8    	ಕಾನೂನನ್ನು                              	N__NN          	I-NP    			ಕಾನೂನು,n                         	-     
story104.txt	9    	ಜಾರಿಗೆ                                	N__NN          	B-NP    			ಜಾರಿ,n                          	-     
story104.txt	10   	ತರುವಂತಿಲ್ಲ                        	V__VM__VF      	B-VGF   			ತರು,v                          	-     
story104.txt	11   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story104.txt	0    	14                  	QT__QTC        	B-JJP   			14,num                        	-     
story104.txt	1    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	2    	15ನೇ                                	QT__QTO        	B-NP    			15,num                        	-     
story104.txt	3    	ಕಲಮುಗಳು                              	N__NN          	I-NP    			ಕಲಮು,n                         	-     
story104.txt	4    	ಘಟಕಗಳ                              	N__NN          	B-NP    			ಘಟಕ,n                         	-     
story104.txt	5    	ಕಾಲೇಜುಗಳಲ್ಲಿ                       	N__NN          	B-NP    			ಕಾಲೇಜು,n                         	-     
story104.txt	6    	ಪರೀಕ್ಷೆಗಳ                        	N__NN          	B-NP    			ಪರೀಕ್ಷೆ,n                        	-     
story104.txt	7    	ಪ್ರವೇಶ                               	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	-     
story104.txt	8    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	9    	ನಿರ್ವಹಣೆಗೆ                        	N__NNV         	B-NP    			ನಿರ್ವಹಿಸು,n                       	-     
story104.txt	10   	ಸಂಬಂಧಿಸಿದಂತೆ                        	V__VM__VNF     	B-VGNF  			ಸಂಬಂಧಿಸು,v                        	-     
story104.txt	11   	ರಾಜ್ಯಗಳ                              	N__NN          	B-NP    			ರಾಜ್ಯ,n                         	-     
story104.txt	12   	ಅಧಿಕಾರಗಳು                        	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story104.txt	13   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	14   	ವಿಶ್ವವಿದ್ಯಾಲಯಗಳ                    	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	15   	ಅಧಿಕಾರಗಳಿಗೆ                       	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story104.txt	16   	ವಿರುದ್ಧವಾಗಿವೆ                       	V__VM__VF      	B-VGF   			,v                            	-     
story104.txt	17   	.                   	RD__PUNC       	B-BLK   			,punc                         	-     

story104.txt	0    	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story104.txt	1    	ಕಾಲೇಜುಗಳು                              	N__NN          	I-NP    			ಕಾಲೇಜು,n                         	-     
story104.txt	2    	ಸೇರಿದಂತೆ                               	V__VM__VNF     	B-VGNF  			ಸೇರು,v                          	-     
story104.txt	3    	ಯಾವುದೇ                                	PR__PRI        	B-NP    			ಯಾವುದೇ,pn                        	-     
story104.txt	4    	ಘಟಕ                                	JJ             	B-NP    			ಘಟಿಸು,adj                       	-     
story104.txt	5    	ಕಾಲೇಜುಗಳಲ್ಲಿ                       	N__NN          	I-NP    			ಕಾಲೇಜು,n                         	-     
story104.txt	6    	ವಿದ್ಯಾರ್ಥಿಗಳ                       	N__NN          	B-NP    			ವಿದ್ಯಾರ್ಥಿ,n                       	-     
story104.txt	7    	ಪ್ರವೇಶ                               	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	-     
story104.txt	8    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story104.txt	9    	ಪರೀಕ್ಷೆಗಳನ್ನು                      	N__NN          	B-NP    			ಪರೀಕ್ಷೆ,n                        	-     
story104.txt	10   	ನಡೆಸುವುದು                              	V__VM__VNG     	B-VGNN  			ನಡೆ,v                          	-     
story104.txt	11   	ಸೇರಿದಂತೆ                               	V__VM__VNF     	B-VGNF  			ಸೇರು,v                          	-     
story104.txt	12   	ವಿಶ್ವವಿದ್ಯಾಲಯ                      	N__NN          	B-NP    			ವಿಶ್ವವಿದ್ಯಾಲಯ,n                    	-     
story104.txt	13   	ನಿಯಮಗಳನ್ನು                       	N__NN          	B-NP    			ನಿಯಮ,n                         	-     
story104.txt	14   	ರೂಪಿಸುವ                               	V__VM__VNG     	B-VGNN  			ರೂಪಿಸು,v                         	-     
story104.txt	15   	ಅಧಿಕಾರ                               	N__NN          	B-NP    			ಅಧಿಕಾರ,n                        	-     
story104.txt	16   	ಕೇಂದ್ರ                                	JJ             	I-NP    			ಕೇಂದ್ರ,adj                       	-     
story104.txt	17   	ಸರ್ಕಾರಕ್ಕೆ                        	N__NN          	I-NP    			ಸರ್ಕಾರ,n                        	-     
story104.txt	18   	ಇಲ್ಲ                                	V__VM__VF      	B-VGF   			ಇಲ್ಲ,v                         	-     
story104.txt	19   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

